Placement,Name,Country,Points,Wins,Losses,Ties,Record,OPW_Percent,OOPW_Percent,Deck
576,Jordan Folsom,US,14,4,2,2,4 - 2 - 2,46.8,54.98,dragapultdusknoir
577,Eli Sang,US,14,4,2,2,4 - 2 - 2,46.67,52.59,gholdengolunatone
578,Nguyen Nguyen,US,14,4,2,2,4 - 2 - 2,46.13,49.18,gholdengolunatone
579,Michal Zaglewski,US,14,4,2,2,4 - 2 - 2,45.99,50.1,gholdengolunatone
580,Jose Casillas,US,14,4,2,2,4 - 2 - 2,45.72,50.87,venusaur-mega
581,Eric Suttle,CA,14,4,2,2,4 - 2 - 2,45.31,50.57,charizardnoctowl
582,Jacob Skeens,US,14,4,2,2,4 - 2 - 2,45.05,51.3,charizardnoctowl
583,Josie Squadroni,US,14,4,2,2,4 - 2 - 2,43.64,51.33,noctowlogerpon-wellspring
584,Lucas Bratton,US,14,4,2,2,4 - 2 - 2,43.44,49.8,gardevoirjellicent
585,Kent Painchaud,CA,14,4,2,2,4 - 2 - 2,41.56,48.47,raging-boltogerpon
586,Mateo Miskic,CA,14,4,2,2,4 - 2 - 2,40.54,47.97,gholdengolunatone
587,William Hughes,US,14,4,2,2,4 - 2 - 2,40.47,50.18,seakingthwackey
588,Joaquin Cardenas,US,13,4,3,1,4 - 3 - 1,67.08,53.07,zoroark
589,Jan Michael Ortiz,US,13,4,3,1,4 - 3 - 1,64.06,53.49,zoroark
590,Mitchell Cuillerier,CA,13,4,3,1,4 - 3 - 1,63.28,57.51,charizardnoctowl
591,Clifton Dalgard,US,13,4,3,1,4 - 3 - 1,63.17,55.18,joltikpikachu
592,Gracen Hunter,US,13,4,3,1,4 - 3 - 1,63.02,53.98,charizardnoctowl
593,Carter Goodrich,US,13,4,3,1,4 - 3 - 1,62.5,55.31,gholdengolunatone
594,Benjamin Peacock,US,13,4,3,1,4 - 3 - 1,62.5,54.7,charizardpidgeot
595,Liam Bancej,CA,13,4,3,1,4 - 3 - 1,62.24,53.93,absol-megakangaskhan-mega
596,Duncan Crowley,US,13,4,3,1,4 - 3 - 1,61.72,58.49,greninja
597,Kevin Wu,US,13,4,3,1,4 - 3 - 1,61.64,53.66,gholdengolunatone
598,Zachary Trybus,US,13,4,3,1,4 - 3 - 1,61.25,54.72,gholdengolunatone
599,Brett Gorney,US,13,4,3,1,4 - 3 - 1,60.94,54.91,absol-megakangaskhan-mega
600,Adarsh Kumar,US,13,4,3,1,4 - 3 - 1,60.94,50.99,gardevoirjellicent
601,Ryan Fragale,CA,13,4,3,1,4 - 3 - 1,60.78,55.98,kangaskhan-megabouffalant
602,Tyler Keller,US,13,4,3,1,4 - 3 - 1,60.78,55.68,dragapultdusknoir
603,Paul Lee,US,13,4,3,1,4 - 3 - 1,60.27,59.2,grimmsnarlfroslass
604,Craig Phillips,US,13,4,3,1,4 - 3 - 1,60.16,52.57,charizardnoctowl
605,Anna Shen,US,13,4,3,1,4 - 3 - 1,60.16,52.09,dragapultdusknoir
606,Matt Walter,US,13,4,3,1,4 - 3 - 1,60.16,50.98,gholdengolunatone
607,Tyler Arney,CA,13,4,3,1,4 - 3 - 1,59.69,55.62,alakazamdudunsparce
608,Jackson Rousseau,US,13,4,3,1,4 - 3 - 1,59.38,56.89,gardevoirjellicent
609,Justin Perea,US,13,4,3,1,4 - 3 - 1,59.22,50.88,dragapultdusknoir
610,blake wray,US,13,4,3,1,4 - 3 - 1,59.11,55.61,zoroark
611,Thompson Nelson,CA,13,4,3,1,4 - 3 - 1,58.91,55.35,gholdengolunatone
612,Ethan Alcan,US,13,4,3,1,4 - 3 - 1,58.59,51.98,zoroark
613,Patrick Rampton,US,13,4,3,1,4 - 3 - 1,58.59,51.79,gholdengolunatone
614,Jacob Avchen,US,13,4,3,1,4 - 3 - 1,58.44,52.5,charizardnoctowl
615,Justin Poist,US,13,4,3,1,4 - 3 - 1,58.13,54.2,gardevoirjellicent
616,Manoah Jong,CA,13,4,3,1,4 - 3 - 1,58.07,54.43,slaking
617,Alejandro Malagon,US,13,4,3,1,4 - 3 - 1,58.07,52.9,charizardnoctowl
618,Joan Morsa,US,13,4,3,1,4 - 3 - 1,57.81,52.1,gholdengolunatone
619,Eric Corazzola,CA,13,4,3,1,4 - 3 - 1,57.81,50.69,gholdengolunatone
620,Jared Grimes,US,13,4,3,1,4 - 3 - 1,57.55,53.75,charizardnoctowl
621,Seth Savage,US,13,4,3,1,4 - 3 - 1,57.48,52.6,gholdengolunatone
622,Michael Kelly,US,13,4,3,1,4 - 3 - 1,57.4,54.09,gholdengolunatone
623,Brendan Acri,US,13,4,3,1,4 - 3 - 1,57.29,54.02,gardevoirjellicent
624,Cole Boeckman,US,13,4,3,1,4 - 3 - 1,57.14,51.52,charizardpidgeot
625,Edward Davanzo,CA,13,4,3,1,4 - 3 - 1,57.08,55.01,gholdengolunatone
626,Nicole Crouthamel,US,13,4,3,1,4 - 3 - 1,57.03,56.38,charizardnoctowl
627,Bryan Lyons,US,13,4,3,1,4 - 3 - 1,57.03,55.57,dragapultdusknoir
628,Jason Ngo,CA,13,4,3,1,4 - 3 - 1,57.03,52.3,joltikpikachu
629,Chaz Blanks,US,13,3,1,4,3 - 1 - 4,56.96,53.25,gholdengolunatone
630,Noah Tremblett,CA,13,4,3,1,4 - 3 - 1,56.77,53.15,grimmsnarlfroslass
631,Joseph Moore-Costa,US,13,4,3,1,4 - 3 - 1,56.51,53.07,dragapultdusknoir
632,Maxim Korobov,US,13,4,3,1,4 - 3 - 1,56.35,54.73,gardevoir
633,Nicholas Chivaran,CA,13,4,3,1,4 - 3 - 1,56.25,53.92,dragapultdusknoir
634,Marcos Gonzalez,US,13,4,3,1,4 - 3 - 1,56.25,53.22,chien-paobaxcalibur
635,YIYUAN YANG,CA,13,4,3,1,4 - 3 - 1,56.25,52.6,lopunny-megadusknoir
636,Joshua Jair Pedrero Gomez,MX,13,4,3,1,4 - 3 - 1,56.25,51.97,dragapultdusknoir
637,Nolan O'Brien,CA,13,4,3,1,4 - 3 - 1,56.09,53.81,dragapultdusknoir
638,Dat Nguyen,US,13,4,3,1,4 - 3 - 1,55.99,54.59,seakingthwackey
639,Wesley Hu,CA,13,4,3,1,4 - 3 - 1,55.99,51.36,gardevoir
640,Suzanne Chung,CA,13,4,3,1,4 - 3 - 1,55.73,51.85,dragapultdusknoir
641,Kris Kavanagh,US,13,4,3,1,4 - 3 - 1,55.56,51.54,lopunny-megadusknoir
642,Jeffrey Kiesling,US,13,4,3,1,4 - 3 - 1,55.47,54.06,alakazamdudunsparce
643,Isaac Kim,CA,13,4,3,1,4 - 3 - 1,55.47,53.22,charizardnoctowl
644,Adam Foster,CA,13,4,3,1,4 - 3 - 1,55.47,53.18,ursaluna-bloodmoonlunatone
645,Matthew Hubbard,US,13,4,3,1,4 - 3 - 1,55.31,52.92,ogerponmeganium
646,Wen Xuan Qiu,CA,13,4,3,1,4 - 3 - 1,55.13,54.8,gardevoir
647,Collin Jerard,US,13,4,3,1,4 - 3 - 1,55.0,53.5,gardevoir
648,Linus Peasgood,CA,13,4,3,1,4 - 3 - 1,55.0,52.87,raging-boltogerpon
649,Alixander Hilger,US,13,3,1,4,3 - 1 - 4,55.0,52.48,grimmsnarlfroslass
650,Peter Ho,CA,13,4,3,1,4 - 3 - 1,55.0,49.88,grimmsnarlfroslass
651,Cody Graham,US,13,4,3,1,4 - 3 - 1,54.84,56.25,gholdengolunatone
652,Aaron Fulton,US,13,4,3,1,4 - 3 - 1,54.8,52.71,absol-megakangaskhan-mega
653,Daulton Trahan,US,13,4,3,1,4 - 3 - 1,54.69,54.44,gholdengo
654,Félix Gadouas,CA,13,4,3,1,4 - 3 - 1,54.69,53.96,dragapultdusknoir
655,Joseph Fragomeni,US,13,4,3,1,4 - 3 - 1,54.69,52.52,gardevoir
656,Jordan Hoadley,CA,13,4,3,1,4 - 3 - 1,54.22,51.39,gholdengolunatone
657,Gage Oke,CA,13,4,3,1,4 - 3 - 1,54.2,52.63,gholdengolunatone
658,Evan Woudstra,CA,13,4,3,1,4 - 3 - 1,54.17,52.75,gholdengolunatone
659,Tyler Nagy,US,13,4,3,1,4 - 3 - 1,54.11,55.88,gholdengolunatone
660,Rose Gregson,UK,13,4,3,1,4 - 3 - 1,54.02,57.23,gardevoir
661,Jack Snow,CA,13,4,3,1,4 - 3 - 1,53.91,53.74,ceruledge
662,Jonathan Rodriguez,US,13,4,3,1,4 - 3 - 1,53.55,52.2,gardevoir
663,Anthony Tziavas,CA,13,4,3,1,4 - 3 - 1,53.49,52.51,absol-megakangaskhan-mega
664,Elliot Miller,US,13,4,3,1,4 - 3 - 1,53.42,54.09,kangaskhan-megabouffalant
665,Alex Leksan,US,13,4,3,1,4 - 3 - 1,53.13,54.35,zoroark
666,Lucas Hernandez,US,13,3,1,4,3 - 1 - 4,53.13,54.16,dragapultdusknoir
667,Angelo Lezada,CA,13,4,3,1,4 - 3 - 1,53.13,52.38,gholdengolunatone
668,Giacomo Bertizzolo,CA,13,4,3,1,4 - 3 - 1,53.13,48.93,gardevoirjellicent
669,Hunter Givone,US,13,4,3,1,4 - 3 - 1,53.13,48.32,dragapultdusknoir
670,Charles Wang,CA,13,4,3,1,4 - 3 - 1,52.98,55.47,charizardnoctowl
671,Hal Johnston,US,13,4,3,1,4 - 3 - 1,52.9,53.03,charizardnoctowl
672,Samuel Kulczyk,CA,13,4,3,1,4 - 3 - 1,52.9,47.85,absol-megakangaskhan-mega
673,Jessie Jr Ortega,CA,13,4,3,1,4 - 3 - 1,52.86,54.81,dragapultdusknoir
674,Braeden Foster,CA,13,4,3,1,4 - 3 - 1,52.75,51.27,charizardnoctowl
675,Sean Moser,US,13,4,3,1,4 - 3 - 1,52.6,52.93,zoroark
676,Anthony Lozano,US,13,4,3,1,4 - 3 - 1,52.34,54.64,gholdengolunatone
677,Kevin Sheehan,CA,13,4,3,1,4 - 3 - 1,52.34,52.88,dragapultdusknoir
678,Aloy Paul,CA,13,4,3,1,4 - 3 - 1,52.19,52.31,raging-boltogerpon
679,Tyler Martin,US,13,4,3,1,4 - 3 - 1,52.19,50.36,typhlosion
680,Austin Windsor,UK,13,4,3,1,4 - 3 - 1,52.14,57.68,gardevoir
681,David Shi,CA,13,4,3,1,4 - 3 - 1,52.14,54.43,venusaur-mega
682,Christopher Venier,CA,13,4,3,1,4 - 3 - 1,52.08,54.28,gholdengolunatone
683,Kyle Smith,CA,13,4,3,1,4 - 3 - 1,52.08,53.56,garchomp
684,Gilbert Chen,CA,13,4,3,1,4 - 3 - 1,51.88,53.91,flareonnoctowl
685,Sam-Pirum Meam,CA,13,4,3,1,4 - 3 - 1,51.86,54.07,gholdengolunatone
686,Ely Greenfeld,US,13,4,3,1,4 - 3 - 1,51.67,51.23,charizardnoctowl
687,William Yang,US,13,4,3,1,4 - 3 - 1,51.61,53.68,raging-boltogerpon
688,Jason Rupert,US,13,4,3,1,4 - 3 - 1,51.56,53.53,gardevoir
689,Vincent Mari Pasco,CA,13,4,3,1,4 - 3 - 1,51.56,52.9,zoroark
690,Aneil Saini,CA,13,4,3,1,4 - 3 - 1,51.56,52.84,gardevoirjellicent
691,Rebeca Perea,US,13,4,3,1,4 - 3 - 1,51.56,51.86,raging-boltogerpon
692,Trevor Tran,US,13,4,3,1,4 - 3 - 1,51.56,50.85,gardevoir
693,Christopher Wigelsworth,US,13,4,3,1,4 - 3 - 1,51.56,50.36,charizardnoctowl
694,Cooper Morgan,CA,13,4,3,1,4 - 3 - 1,51.56,49.37,zoroark
695,Sanjeev Raj,CA,13,4,3,1,4 - 3 - 1,51.41,51.31,dragapultdusknoir
696,Lily Morgan,US,13,4,3,1,4 - 3 - 1,51.3,50.62,zoroark
697,Sean Worcester,US,13,4,3,1,4 - 3 - 1,51.15,54.35,gholdengolunatone
698,Cedric Grenier,CA,13,4,3,1,4 - 3 - 1,51.15,50.18,slowking
699,Jonathan Gerraughty,US,13,4,3,1,4 - 3 - 1,51.09,51.83,gardevoirjellicent
700,Sadie Wheeler,US,13,4,3,1,4 - 3 - 1,51.09,50.75,lucario-megahariyama
701,Hunter Smith,US,13,4,3,1,4 - 3 - 1,50.89,55.09,absol-megakangaskhan-mega
702,Zander Bennett,US,13,4,3,1,4 - 3 - 1,50.83,55.99,gardevoir
703,Donald Cao,US,13,4,3,1,4 - 3 - 1,50.78,53.19,gholdengolunatone
704,Jeremy Willsher,CA,13,4,3,1,4 - 3 - 1,50.78,51.95,gardevoir
705,Jonathan Yang,CA,13,4,3,1,4 - 3 - 1,50.78,51.75,dragapultcharizard
706,Harry Rachel,US,13,4,3,1,4 - 3 - 1,50.78,49.54,zoroark
707,Nicholas Zhang,CA,13,4,3,1,4 - 3 - 1,50.74,53.17,zoroark
708,David Iannuzzi,CA,13,4,3,1,4 - 3 - 1,50.63,51.47,kangaskhan-megabouffalant
709,Joe Bernard,UK,13,4,3,1,4 - 3 - 1,50.63,50.96,gholdengolunatone
710,Andrew Tham,US,13,4,3,1,4 - 3 - 1,50.56,55.46,grimmsnarlfroslass
711,Greg Poist,US,13,4,3,1,4 - 3 - 1,50.56,49.93,charizardnoctowl
712,Collin Quan,CA,13,4,3,1,4 - 3 - 1,50.52,53.48,dragapultdusknoir
713,Kade jones,US,13,4,3,1,4 - 3 - 1,50.52,51.99,lucario-megahariyama
714,Rachael Sennett,US,13,4,3,1,4 - 3 - 1,50.52,50.08,dragapultcharizard
715,Vivian Bresnahan,US,13,4,3,1,4 - 3 - 1,50.51,52.04,dragapultdusknoir
716,Christopher Tsimiklis,CA,13,4,3,1,4 - 3 - 1,50.36,52.91,gholdengolunatone
717,Noah Ruffin,US,13,4,3,1,4 - 3 - 1,50.31,51.72,charizardnoctowl
718,Zach Laska,US,13,4,3,1,4 - 3 - 1,50.14,52.02,gardevoir
719,John Sundstrom,US,13,4,3,1,4 - 3 - 1,50.0,52.57,gholdengolunatone
720,David Veronica,US,13,4,3,1,4 - 3 - 1,50.0,51.56,gholdengolunatone
721,Solomon Shurge,US,13,4,3,1,4 - 3 - 1,50.0,49.68,noctowlogerpon-wellspring
722,Toni Ibarra,US,13,4,3,1,4 - 3 - 1,49.89,52.85,dragapultdusknoir
723,Kyle Pacheco,CA,13,4,3,1,4 - 3 - 1,49.84,54.64,charizardpidgeot
724,Kaylee Hatfield,US,13,4,3,1,4 - 3 - 1,49.79,53.81,gholdengolunatone
725,Naomi Torres,US,13,3,1,4,3 - 1 - 4,49.78,55.67,gardevoir
726,Patrick Dolan,CA,13,4,3,1,4 - 3 - 1,49.69,48.83,noctowlogerpon-wellspring
727,Cameron Ware,US,13,4,3,1,4 - 3 - 1,49.63,55.66,dragapultcharizard
728,Stephen Tran,US,13,4,3,1,4 - 3 - 1,49.58,50.14,zoroark
729,Ludwig Llanos,US,13,4,3,1,4 - 3 - 1,49.58,49.9,gholdengolunatone
730,Tucker Louis,US,13,4,3,1,4 - 3 - 1,49.58,48.32,charizardnoctowl
731,Ryan Kohen,CA,13,4,3,1,4 - 3 - 1,49.57,52.3,gholdengolunatone
732,Joshua Savundranayagam,CA,13,4,3,1,4 - 3 - 1,49.53,53.31,gholdengolunatone
733,Olaf Rodriguez,US,13,4,3,1,4 - 3 - 1,49.52,55.05,kangaskhan-megabouffalant
734,Avery Murphy,US,13,4,3,1,4 - 3 - 1,49.52,52.18,charizardnoctowl
735,Tim Marmol,US,13,4,3,1,4 - 3 - 1,49.52,51.58,dragapultdusknoir
736,Gregor Scott,US,13,4,3,1,4 - 3 - 1,49.48,51.36,raging-boltogerpon
737,Lucas Worrod,CA,13,4,3,1,4 - 3 - 1,49.32,49.73,greninja
738,Mark Andrew Mendoza,CA,13,4,3,1,4 - 3 - 1,49.22,51.94,crustle
739,Ryan Tutin,CA,13,4,3,1,4 - 3 - 1,49.0,51.58,conkeldurr
740,Yihao Chen,US,13,4,3,1,4 - 3 - 1,48.96,52.06,grimmsnarlfroslass
741,Jimmy Thich,CA,13,4,3,1,4 - 3 - 1,48.74,51.47,flareonnoctowl
742,Charley Yi,CA,13,4,3,1,4 - 3 - 1,48.59,56.1,gardevoir
743,Jeremy Schilling,CA,13,4,3,1,4 - 3 - 1,48.54,51.55,zoroark
744,Haohang Dang,US,13,4,3,1,4 - 3 - 1,48.49,50.38,gardevoirjellicent
745,Jason Karimi,CA,13,4,3,1,4 - 3 - 1,48.44,52.46,charizardnoctowl
746,Jeremy Alexander,CA,13,4,3,1,4 - 3 - 1,48.44,51.49,gholdengolunatone
747,NIcole Gibson,US,13,4,3,1,4 - 3 - 1,48.44,49.84,raging-boltogerpon
748,Kyle Viernes,CA,13,4,3,1,4 - 3 - 1,48.28,52.52,sharpedo-megatoxtricity
749,Joshua Hipsher,US,13,4,3,1,4 - 3 - 1,48.21,50.8,dragapultcharizard
750,Michele Lesage,CA,13,4,3,1,4 - 3 - 1,48.21,50.28,gholdengolunatone
751,Andrew Gutierrez,US,13,4,3,1,4 - 3 - 1,48.18,55.1,alakazamdudunsparce
752,Ashish Puri,CA,13,4,3,1,4 - 3 - 1,48.18,49.18,charizardnoctowl
753,John Braker,US,13,4,3,1,4 - 3 - 1,47.95,54.54,dragapultdusknoir
754,Marielyn Belanger,CA,13,4,3,1,4 - 3 - 1,47.91,52.86,gholdengolunatone
755,Nathaniel Hartlieb,US,13,4,3,1,4 - 3 - 1,47.69,49.89,lopunny-megadusknoir
756,Donny Nguyen,US,13,4,3,1,4 - 3 - 1,47.66,53.91,zoroark
757,Paul Irwin,CA,13,4,3,1,4 - 3 - 1,47.66,50.19,absol-megakangaskhan-mega
758,Josiah Smith,US,13,4,3,1,4 - 3 - 1,47.5,52.3,ursaluna-bloodmoonlunatone
759,Matthew Jaffrey,US,13,4,3,1,4 - 3 - 1,47.43,52.54,absol-megakangaskhan-mega
760,Sean Hargrave,CA,13,4,3,1,4 - 3 - 1,47.4,52.37,ursaluna-bloodmoonlunatone
761,Alexis Gonzalez,US,13,4,3,1,4 - 3 - 1,47.17,50.73,zoroark
762,Justin Chiang,CA,13,4,3,1,4 - 3 - 1,46.88,49.78,dragapultcharizard
763,Ben Perets,CA,13,4,3,1,4 - 3 - 1,46.83,54.3,gholdengolunatone
764,Joseph Anderson,US,13,4,3,1,4 - 3 - 1,46.43,51.55,charizardnoctowl
765,Sunny Lee,CA,13,4,3,1,4 - 3 - 1,46.29,51.93,joltikpikachu
766,Elijah Crawford,CA,13,4,3,1,4 - 3 - 1,46.13,49.48,gholdengolunatone
767,Joaquin Bailey-Musacchio,US,13,4,3,1,4 - 3 - 1,46.09,51.32,grimmsnarlfroslass
768,Riddhi Mautbar,CA,13,4,3,1,4 - 3 - 1,45.97,55.17,charizardpidgeot
769,John Paul Zissler,US,13,4,3,1,4 - 3 - 1,45.94,52.62,zoroark
770,Fred Paquin,CA,13,4,3,1,4 - 3 - 1,45.87,50.4,seakingthwackey
771,Nikolai Hixon,US,13,4,3,1,4 - 3 - 1,45.83,51.54,seakingthwackey
772,Gabriel Rouleau,CA,13,4,3,1,4 - 3 - 1,45.73,50.84,charizardnoctowl
773,elijah castillo-esper,US,13,4,3,1,4 - 3 - 1,45.72,48.37,dragapultdusknoir
774,Caleb Wheeler,US,13,4,3,1,4 - 3 - 1,45.57,53.11,gholdengolunatone
775,Spencer Lussier,CA,13,4,3,1,4 - 3 - 1,45.5,56.24,gholdengolunatone
776,Nicholas Yang,CA,13,4,3,1,4 - 3 - 1,45.16,51.36,gholdengolunatone
777,Jonathan poirier,CA,13,4,3,1,4 - 3 - 1,45.05,50.93,alakazamdudunsparce
778,Gavriel Lowie,CA,13,4,3,1,4 - 3 - 1,44.84,48.96,gardevoirjellicent
779,Alexander Meddings,US,13,4,3,1,4 - 3 - 1,44.62,53.83,gholdengolunatone
780,Ian Munro,US,13,3,1,4,3 - 1 - 4,44.57,50.34,grimmsnarlfroslass
781,Christian Solis,US,13,4,3,1,4 - 3 - 1,44.53,48.52,gholdengojoltik
782,Rogan Duenas,CA,13,4,3,1,4 - 3 - 1,44.05,48.54,ceruledge
783,Tyler Ashe,CA,13,4,3,1,4 - 3 - 1,43.8,56.03,dragapultdusknoir
784,Baylee Young,CA,13,4,3,1,4 - 3 - 1,43.75,49.52,gholdengolunatone
785,Jon Oldale,CA,13,4,3,1,4 - 3 - 1,43.75,49.33,gholdengolunatone
786,Hunter Butler,US,13,4,3,1,4 - 3 - 1,43.59,52.11,charizardpidgeot
787,Devon Birkner,CA,13,4,3,1,4 - 3 - 1,43.23,47.1,dragapultdusknoir
790,Dylan Khan,CA,13,4,3,1,4 - 3 - 1,42.5,48.27,zoroark
791,Harrison Lee,US,13,4,3,1,4 - 3 - 1,41.93,52.9,dragapultdusknoir
792,Joshua Wheeler,US,13,4,3,1,4 - 3 - 1,41.41,49.17,gardevoir
793,Richard Cornwall,US,13,4,3,1,4 - 3 - 1,41.25,49.44,grimmsnarlfroslass
794,Kai Shahmeen Kasim,US,13,4,3,1,4 - 3 - 1,40.92,52.16,gholdengolunatone
795,Colin Luangrath,US,13,4,3,1,4 - 3 - 1,40.71,46.29,dragapultdusknoir
796,Liam Champagnie-Ellington,US,13,4,3,1,4 - 3 - 1,38.78,48.85,charizardnoctowl
797,Zack Campbell,CA,13,4,3,1,4 - 3 - 1,38.62,48.36,ceruledge
798,Manav Dubey,CA,13,4,3,1,4 - 3 - 1,36.56,50.1,gardevoirjellicent
799,Tyler Sleegers,CA,13,4,3,1,4 - 3 - 1,36.2,47.5,raging-boltogerpon
800,Dax Brule,CA,13,3,1,4,3 - 1 - 4,35.27,47.53,absol-megakangaskhan-mega
801,Adam Berke,US,12,4,4,0,4 - 4 - 0,68.75,54.94,gholdengolunatone
802,Austin Stamegna,US,12,4,4,0,4 - 4 - 0,67.97,55.35,dragapultdusknoir
803,Chantel Fochuk,CA,12,4,3,0,4 - 3 - 0 drop,67.35,52.17,dragapultdusknoir
804,Nathan Cheney,US,12,4,3,0,4 - 3 - 0 drop,63.47,55.47,charizardnoctowl
805,Ben Clark,US,12,4,3,0,4 - 3 - 0 drop,62.86,49.07,gardevoir
806,Maurice Shih,US,12,4,4,0,4 - 4 - 0,62.5,53.36,gholdengolunatone
807,Nabil Shawwa,CA,12,3,2,3,3 - 2 - 3,62.5,52.96,gholdengolunatone
808,Joshua Gang,US,12,4,3,0,4 - 3 - 0 drop,59.69,55.32,seakingthwackey
809,Harel Manhaim,US,12,4,3,0,4 - 3 - 0 drop,59.18,56.1,greninja
810,Andrew Mahone,US,12,4,3,0,4 - 3 - 0 drop,59.18,54.44,gholdengolunatone
811,Thomas vuong,CA,12,3,2,3,3 - 2 - 3,59.13,54.13,charizardnoctowl
812,George Burden,CA,12,4,4,0,4 - 4 - 0,59.11,57.73,dragapultcharizard
813,Justin Torres,US,12,4,3,0,4 - 3 - 0 drop,58.67,54.53,kangaskhan-megabouffalant
814,Nicholas Hoang,CA,12,4,4,0,4 - 4 - 0,58.59,53.1,gardevoirjellicent
815,Sean Burke,US,12,4,4,0,4 - 4 - 0,58.26,51.24,kangaskhan-megabouffalant
816,Sergio Rios,CA,12,4,3,0,4 - 3 - 0 drop,58.16,57.62,dragapultdusknoir
817,Carlo Tutor,CA,12,4,4,0,4 - 4 - 0,58.07,51.3,charizardpidgeot
818,Paul Cacioppo,US,12,4,4,0,4 - 4 - 0,57.92,52.23,noctowlogerpon-wellspring
819,Christina Korsak,US,12,4,4,0,4 - 4 - 0,57.81,53.69,lopunny-mega
820,Giordan Dolan,US,12,4,4,0,4 - 4 - 0,57.55,54.05,gholdengolunatone
821,Brendan Cevasco,US,12,4,4,0,4 - 4 - 0,57.34,52.05,iron-handsmagneton
822,Tecara Newton,CA,12,4,4,0,4 - 4 - 0,56.88,51.87,dragapultdusknoir
823,Kiefer Brown,CA,12,4,4,0,4 - 4 - 0,56.71,51.33,blaziken
824,Olivia Peterson,US,12,4,3,0,4 - 3 - 0 drop,56.22,56.19,charizardnoctowl
825,Jeffrey Falberg,US,12,4,4,0,4 - 4 - 0,56.14,54.55,gholdengolunatone
826,Chris Barry,US,12,4,4,0,4 - 4 - 0,55.99,49.27,charizardnoctowl
827,Eric Doan,CA,12,4,4,0,4 - 4 - 0,55.92,52.54,absol-megakangaskhan-mega
828,Cristian Ferrie,CA,12,4,4,0,4 - 4 - 0,55.73,54.35,gardevoirjellicent
829,Guocong Yan,US,12,4,4,0,4 - 4 - 0,55.62,53.83,charizardpidgeot
830,Joshua Cataggatan,US,12,3,2,3,3 - 2 - 3,55.47,53.96,gholdengolunatone
831,Anna Garcia,US,12,4,4,0,4 - 4 - 0,55.0,54.73,gardevoirjellicent
832,Danielle Bernstein,US,12,3,2,3,3 - 2 - 3,54.95,54.44,gardevoirjellicent
833,Adam Baltrusaitis,US,12,4,3,0,4 - 3 - 0 drop,54.8,52.79,dragapultdusknoir
834,Brad Critchley,CA,12,4,4,0,4 - 4 - 0,54.43,52.34,charizardnoctowl
835,Omar Francis,US,12,3,2,3,3 - 2 - 3,54.33,52.46,dragapultdusknoir
836,Kenan Scott,CA,12,4,4,0,4 - 4 - 0,54.28,48.14,dragapultdusknoir
837,Shawn Rochette,CA,12,4,4,0,4 - 4 - 0,54.17,49.55,dragapultdusknoir
838,Ayana May,US,12,4,4,0,4 - 4 - 0,54.06,51.3,gardevoirjellicent
839,Sam DiFrancesco,CA,12,4,4,0,4 - 4 - 0,54.02,54.25,charizardnoctowl
840,Amber Hume,US,12,3,2,3,3 - 2 - 3,54.02,52.39,kangaskhan-megabouffalant
841,Ryan Weid,US,12,3,2,3,3 - 2 - 3,53.91,52.13,alakazamdudunsparce
842,Timmy Vu,CA,12,4,4,0,4 - 4 - 0,53.91,51.44,dipplinthwackey
843,Joshua Soifer,CA,12,4,3,0,4 - 3 - 0 drop,53.57,51.63,charizardnoctowl
844,Eric Thieleman,US,12,4,4,0,4 - 4 - 0,53.57,49.79,gholdengolunatone
845,Roberto Donato,CA,12,4,4,0,4 - 4 - 0,53.5,52.27,alakazamdudunsparce
846,Connor Barash,US,12,3,2,3,3 - 2 - 3,53.44,53.62,absol-megakangaskhan-mega
847,Nick Illenz,US,12,4,4,0,4 - 4 - 0,53.24,51.9,gholdengolunatone
848,Glenn Huang,CA,12,4,4,0,4 - 4 - 0,53.13,53.91,charizardpidgeot
849,Owen Dalgard,US,12,4,4,0,4 - 4 - 0,53.13,50.94,dragapultdusknoir
850,Brian Duong,CA,12,4,4,0,4 - 4 - 0,53.01,49.37,flareonnoctowl
851,Joshua Guthrie,CA,12,3,2,3,3 - 2 - 3,52.72,52.75,alakazamdudunsparce
852,Dewuiz Martinez,US,12,4,4,0,4 - 4 - 0,52.66,53.79,dragapultdusknoir
853,Brian Ha,US,12,4,4,0,4 - 4 - 0,52.66,53.56,gholdengolunatone
854,James Blanchard,CA,12,4,4,0,4 - 4 - 0,52.6,53.81,charizardnoctowl
855,Christian Heighton,CA,12,4,4,0,4 - 4 - 0,52.6,53.33,gholdengolunatone
856,Joshua Davies,US,12,4,4,0,4 - 4 - 0,52.54,50.7,dragapultdusknoir
857,Leo Ray,US,12,3,2,3,3 - 2 - 3,52.43,52.58,gholdengolunatone
858,Courtney Ravers,US,12,4,4,0,4 - 4 - 0,52.34,52.41,flareonnoctowl
859,Seabass McChops,US,12,4,4,0,4 - 4 - 0,52.34,51.61,raging-boltogerpon
860,Gilbert Chan,CA,12,3,2,3,3 - 2 - 3,52.34,47.08,gardevoirjellicent
861,Carter Randall,CA,12,4,4,0,4 - 4 - 0,51.97,53.01,gardevoir
862,Brian Morales,US,12,3,2,3,3 - 2 - 3,51.89,52.45,charizardnoctowl
863,Dylan Clark,US,12,4,4,0,4 - 4 - 0,51.82,52.36,dragapultdusknoir
